"","Country","Indicator","Year","Value"
"2286","KGZ","SP.POP.TOTL","X2015",5956900
"2287","KGZ","TM.VAL.ICTG.ZS.UN","X2015",2.799089538
"2288","KGZ","TX.VAL.ICTG.ZS.UN","X2015",0.069321085
"2289","RUS","BX.GSR.CCIS.CD","X2015",3933500000
"2290","RUS","BX.GSR.CCIS.ZS","X2015",7.620719678
"2291","RUS","BX.TRF.PWKR.CD.DT","X2015",6903390000
"2292","RUS","EG.ELC.COAL.ZS","X2015",14.82165832
"2293","RUS","EG.ELC.HYRO.ZS","X2015",15.76476859
"2294","RUS","EG.ELC.LOSS.ZS","X2015",NA
"2295","RUS","EG.ELC.NGAS.ZS","X2015",49.71260943
"2296","RUS","EG.ELC.NUCL.ZS","X2015",NA
"2297","RUS","EG.ELC.PETR.ZS","X2015",0.946957789
"2298","RUS","EG.USE.ELEC.KH.PC","X2015",NA
"2299","RUS","ER.H2O.FWAG.ZS","X2015",NA
"2300","RUS","ER.H2O.FWDM.ZS","X2015",NA
"2301","RUS","ER.H2O.FWIN.ZS","X2015",NA
"2302","RUS","ER.H2O.FWTL.K3","X2015",NA
"2303","RUS","ER.H2O.FWTL.ZS","X2015",NA
"2304","RUS","ER.H2O.INTR.K3","X2015",NA
"2305","RUS","ER.H2O.INTR.PC","X2015",NA
"2306","RUS","IE.PPI.ENGY.CD","X2015",2.82e+08
"2307","RUS","IE.PPI.ICTI.CD","X2015",NA
"2308","RUS","IE.PPI.TRAN.CD","X2015",1822200000
"2309","RUS","IE.PPI.WATR.CD","X2015",1.2e+09
"2310","RUS","IE.PPN.ENGY.CD","X2015",2.82e+08
"2311","RUS","IE.PPN.TRAN.CD","X2015",1822200000
"2312","RUS","IE.PPN.WATR.CD","X2015",1.2e+09
"2313","RUS","IP.IDS.NRCT","X2015",3386
"2314","RUS","IP.IDS.RSCT","X2015",2616
"2315","RUS","IP.TMK.NRCT","X2015",57356
"2316","RUS","IP.TMK.RSCT","X2015",161696
"2317","RUS","IQ.SPI.PIL5","X2015",NA
"2318","RUS","IS.AIR.DPRT","X2015",767043
"2319","RUS","IS.AIR.GOOD.MT.K1","X2015",4761.04707
"2320","RUS","IS.AIR.PSGR","X2015",76846126
"2321","RUS","IS.RRS.GOOD.MT.K6","X2015",2305945
"2322","RUS","IS.RRS.PASG.KM","X2015",120644
"2323","RUS","IS.RRS.TOTL.KM","X2015",85262
"2324","RUS","IS.SHP.GCNW.XQ","X2015",47.17393473
"2325","RUS","IS.SHP.GOOD.TU","X2015",3909400
"2326","RUS","IT.CEL.SETS","X2015",227288088
"2327","RUS","IT.CEL.SETS.P2","X2015",156.7665611
"2328","RUS","IT.MLT.MAIN","X2015",35553328
"2329","RUS","IT.MLT.MAIN.P2","X2015",24.52206368
"2330","RUS","IT.NET.BBND","X2015",26881463
"2331","RUS","IT.NET.BBND.P2","X2015",18.54085073
"2332","RUS","IT.NET.SECR","X2015",46313
"2333","RUS","IT.NET.SECR.P6","X2015",321.4018459
"2334","RUS","IT.NET.USER.ZS","X2015",70.09924123
"2335","RUS","LP.LPI.INFR.XQ","X2015",NA
"2336","RUS","NY.GDP.MKTP.KD","X2015",1.66247e+12
"2337","RUS","SL.UEM.TOTL.ZS","X2015",5.57
"2338","RUS","SP.POP.TOTL","X2015",144096870
"2339","RUS","TM.VAL.ICTG.ZS.UN","X2015",9.137801709
"2340","RUS","TX.VAL.ICTG.ZS.UN","X2015",0.805552631
"2341","TJK","BX.GSR.CCIS.CD","X2015",12805040
"2342","TJK","BX.GSR.CCIS.ZS","X2015",5.073502499
"2343","TJK","BX.TRF.PWKR.CD.DT","X2015",2258643220
"2344","TJK","EG.ELC.COAL.ZS","X2015",1.526628598
"2345","TJK","EG.ELC.HYRO.ZS","X2015",98.4733714
"2346","TJK","EG.ELC.LOSS.ZS","X2015",NA
"2347","TJK","EG.ELC.NGAS.ZS","X2015",0
"2348","TJK","EG.ELC.NUCL.ZS","X2015",NA
"2349","TJK","EG.ELC.PETR.ZS","X2015",0
"2350","TJK","EG.USE.ELEC.KH.PC","X2015",NA
"2351","TJK","ER.H2O.FWAG.ZS","X2015",NA
"2352","TJK","ER.H2O.FWDM.ZS","X2015",NA
"2353","TJK","ER.H2O.FWIN.ZS","X2015",NA
"2354","TJK","ER.H2O.FWTL.K3","X2015",NA
"2355","TJK","ER.H2O.FWTL.ZS","X2015",NA
"2356","TJK","ER.H2O.INTR.K3","X2015",NA
"2357","TJK","ER.H2O.INTR.PC","X2015",NA
"2358","TJK","IE.PPI.ENGY.CD","X2015",NA
"2359","TJK","IE.PPI.ICTI.CD","X2015",NA
"2360","TJK","IE.PPI.TRAN.CD","X2015",NA
"2361","TJK","IE.PPI.WATR.CD","X2015",NA
"2362","TJK","IE.PPN.ENGY.CD","X2015",NA
"2363","TJK","IE.PPN.TRAN.CD","X2015",NA
"2364","TJK","IE.PPN.WATR.CD","X2015",NA
"2365","TJK","IP.IDS.NRCT","X2015",163
"2366","TJK","IP.IDS.RSCT","X2015",NA
"2367","TJK","IP.TMK.NRCT","X2015",5467
"2368","TJK","IP.TMK.RSCT","X2015",220
"2369","TJK","IQ.SPI.PIL5","X2015",NA
"2370","TJK","IS.AIR.DPRT","X2015",6884
"2371","TJK","IS.AIR.GOOD.MT.K1","X2015",5.272381318
"2372","TJK","IS.AIR.PSGR","X2015",1034477
"2373","TJK","IS.RRS.GOOD.MT.K6","X2015",317
"2374","TJK","IS.RRS.PASG.KM","X2015",16
"2375","TJK","IS.RRS.TOTL.KM","X2015",597
"2376","TJK","IS.SHP.GCNW.XQ","X2015",NA
"2377","TJK","IS.SHP.GOOD.TU","X2015",NA
"2378","TJK","IT.CEL.SETS","X2015",8489000
"2379","TJK","IT.CEL.SETS.P2","X2015",100.4136726
"2380","TJK","IT.MLT.MAIN","X2015",457000
"2381","TJK","IT.MLT.MAIN.P2","X2015",5.405707197
"2382","TJK","IT.NET.BBND","X2015",6000
"2383","TJK","IT.NET.BBND.P2","X2015",0.070972086
"2384","TJK","IT.NET.SECR","X2015",43
"2385","TJK","IT.NET.SECR.P6","X2015",5.086338226
"2386","TJK","IT.NET.USER.ZS","X2015",18.98
"2387","TJK","LP.LPI.INFR.XQ","X2015",NA
"2388","TJK","NY.GDP.MKTP.KD","X2015",7912871963
"2389","TJK","SL.UEM.TOTL.ZS","X2015",7.53
"2390","TJK","SP.POP.TOTL","X2015",8454019
"2391","TJK","TM.VAL.ICTG.ZS.UN","X2015",NA
"2392","TJK","TX.VAL.ICTG.ZS.UN","X2015",NA
"2393","UKR","BX.GSR.CCIS.CD","X2015",2.105e+09
"2394","UKR","BX.GSR.CCIS.ZS","X2015",16.91850185
"2395","UKR","BX.TRF.PWKR.CD.DT","X2015",8.474e+09
"2396","UKR","EG.ELC.COAL.ZS","X2015",34.57818245
"2397","UKR","EG.ELC.HYRO.ZS","X2015",3.329261973
"2398","UKR","EG.ELC.LOSS.ZS","X2015",NA
"2399","UKR","EG.ELC.NGAS.ZS","X2015",6.231648037
"2400","UKR","EG.ELC.NUCL.ZS","X2015",NA
"2401","UKR","EG.ELC.PETR.ZS","X2015",0.460187036
"2402","UKR","EG.USE.ELEC.KH.PC","X2015",NA
"2403","UKR","ER.H2O.FWAG.ZS","X2015",NA
"2404","UKR","ER.H2O.FWDM.ZS","X2015",NA
"2405","UKR","ER.H2O.FWIN.ZS","X2015",NA
"2406","UKR","ER.H2O.FWTL.K3","X2015",NA
"2407","UKR","ER.H2O.FWTL.ZS","X2015",NA
"2408","UKR","ER.H2O.INTR.K3","X2015",NA
"2409","UKR","ER.H2O.INTR.PC","X2015",NA
"2410","UKR","IE.PPI.ENGY.CD","X2015",NA
"2411","UKR","IE.PPI.ICTI.CD","X2015",NA
"2412","UKR","IE.PPI.TRAN.CD","X2015",NA
"2413","UKR","IE.PPI.WATR.CD","X2015",NA
"2414","UKR","IE.PPN.ENGY.CD","X2015",NA
"2415","UKR","IE.PPN.TRAN.CD","X2015",NA
"2416","UKR","IE.PPN.WATR.CD","X2015",NA
"2417","UKR","IP.IDS.NRCT","X2015",3487
"2418","UKR","IP.IDS.RSCT","X2015",4294
"2419","UKR","IP.TMK.NRCT","X2015",22403
"2420","UKR","IP.TMK.RSCT","X2015",36339
"2421","UKR","IQ.SPI.PIL5","X2015",NA
"2422","UKR","IS.AIR.DPRT","X2015",45688
"2423","UKR","IS.AIR.GOOD.MT.K1","X2015",37.7408652
"2424","UKR","IS.AIR.PSGR","X2015",4620530
"2425","UKR","IS.RRS.GOOD.MT.K6","X2015",195054
"2426","UKR","IS.RRS.PASG.KM","X2015",35367
"2427","UKR","IS.RRS.TOTL.KM","X2015",20975.23
"2428","UKR","IS.SHP.GCNW.XQ","X2015",27.49736827
"2429","UKR","IS.SHP.GOOD.TU","X2015",480000
"2430","UKR","IT.CEL.SETS","X2015",60720073
"2431","UKR","IT.CEL.SETS.P2","X2015",142.0030379
"2432","UKR","IT.MLT.MAIN","X2015",9113061
"2433","UKR","IT.MLT.MAIN.P2","X2015",21.31226599
"2434","UKR","IT.NET.BBND","X2015",4978813
"2435","UKR","IT.NET.BBND.P2","X2015",11.64370424
"2436","UKR","IT.NET.SECR","X2015",6403
"2437","UKR","IT.NET.SECR.P6","X2015",141.8034924
"2438","UKR","IT.NET.USER.ZS","X2015",48.88464368
"2439","UKR","LP.LPI.INFR.XQ","X2015",NA
"2440","UKR","NY.GDP.MKTP.KD","X2015",1.21203e+11
"2441","UKR","SL.UEM.TOTL.ZS","X2015",9.14
"2442","UKR","SP.POP.TOTL","X2015",45154036
"2443","UKR","TM.VAL.ICTG.ZS.UN","X2015",4.006102329
"2444","UKR","TX.VAL.ICTG.ZS.UN","X2015",0.824990261
"2445","USA","BX.GSR.CCIS.CD","X2015",3.6578e+10
"2446","USA","BX.GSR.CCIS.ZS","X2015",4.76049794
"2447","USA","BX.TRF.PWKR.CD.DT","X2015",6.578e+09
"2448","USA","EG.ELC.COAL.ZS","X2015",34.23273373
"2449","USA","EG.ELC.HYRO.ZS","X2015",5.84163826
"2450","USA","EG.ELC.LOSS.ZS","X2015",NA
"2451","USA","EG.ELC.NGAS.ZS","X2015",31.94216122
"2452","USA","EG.ELC.NUCL.ZS","X2015",19.32377763
"2453","USA","EG.ELC.PETR.ZS","X2015",0.90380652
"2454","USA","EG.USE.ELEC.KH.PC","X2015",NA
"2455","USA","ER.H2O.FWAG.ZS","X2015",NA
"2456","USA","ER.H2O.FWDM.ZS","X2015",NA
"2457","USA","ER.H2O.FWIN.ZS","X2015",NA
"2458","USA","ER.H2O.FWTL.K3","X2015",NA
"2459","USA","ER.H2O.FWTL.ZS","X2015",NA
"2460","USA","ER.H2O.INTR.K3","X2015",NA
"2461","USA","ER.H2O.INTR.PC","X2015",NA
"2462","USA","IE.PPI.ENGY.CD","X2015",NA
"2463","USA","IE.PPI.ICTI.CD","X2015",NA
"2464","USA","IE.PPI.TRAN.CD","X2015",NA
"2465","USA","IE.PPI.WATR.CD","X2015",NA
"2466","USA","IE.PPN.ENGY.CD","X2015",NA
"2467","USA","IE.PPN.TRAN.CD","X2015",NA
"2468","USA","IE.PPN.WATR.CD","X2015",NA
"2469","USA","IP.IDS.NRCT","X2015",18187
"2470","USA","IP.IDS.RSCT","X2015",22785
"2471","USA","IP.TMK.NRCT","X2015",128969
"2472","USA","IP.TMK.RSCT","X2015",388136
"2473","USA","IQ.SPI.PIL5","X2015",NA
"2474","USA","IS.AIR.DPRT","X2015",9498668
"2475","USA","IS.AIR.GOOD.MT.K1","X2015",37866.22451
"2476","USA","IS.AIR.PSGR","X2015",798222000
"2477","USA","IS.RRS.GOOD.MT.K6","X2015",2537845
"2478","USA","IS.RRS.PASG.KM","X2015",36043.87568
"2479","USA","IS.RRS.TOTL.KM","X2015",151735
"2480","USA","IS.SHP.GCNW.XQ","X2015",89.36088011
"2481","USA","IS.SHP.GOOD.TU","X2015",47886450
"2482","USA","IT.CEL.SETS","X2015",382307000
"2483","USA","IT.CEL.SETS.P2","X2015",119.1439209
"2484","USA","IT.MLT.MAIN","X2015",124848000
"2485","USA","IT.MLT.MAIN.P2","X2015",38.90820791
"2486","USA","IT.NET.BBND","X2015",102212000
"2487","USA","IT.NET.BBND.P2","X2015",31.85382022
"2488","USA","IT.NET.SECR","X2015",2039539
"2489","USA","IT.NET.SECR.P6","X2015",6358.874469
"2490","USA","IT.NET.USER.ZS","X2015",74.55420245
"2491","USA","LP.LPI.INFR.XQ","X2015",NA
"2492","USA","NY.GDP.MKTP.KD","X2015",1.67542e+13
"2493","USA","SL.UEM.TOTL.ZS","X2015",5.28
"2494","USA","SP.POP.TOTL","X2015",320738994
"2495","USA","TM.VAL.ICTG.ZS.UN","X2015",13.78118874
"2496","USA","TX.VAL.ICTG.ZS.UN","X2015",9.438521658
"2497","AZE","BX.GSR.CCIS.CD","X2016",72838000
"2498","AZE","BX.GSR.CCIS.ZS","X2016",1.667425926
"2499","AZE","BX.TRF.PWKR.CD.DT","X2016",643148000
"2500","AZE","EG.ELC.COAL.ZS","X2016",NA
"2501","AZE","EG.ELC.HYRO.ZS","X2016",NA
"2502","AZE","EG.ELC.LOSS.ZS","X2016",NA
"2503","AZE","EG.ELC.NGAS.ZS","X2016",NA
"2504","AZE","EG.ELC.NUCL.ZS","X2016",NA
"2505","AZE","EG.ELC.PETR.ZS","X2016",NA
"2506","AZE","EG.USE.ELEC.KH.PC","X2016",NA
"2507","AZE","ER.H2O.FWAG.ZS","X2016",NA
"2508","AZE","ER.H2O.FWDM.ZS","X2016",NA
"2509","AZE","ER.H2O.FWIN.ZS","X2016",NA
"2510","AZE","ER.H2O.FWTL.K3","X2016",NA
"2511","AZE","ER.H2O.FWTL.ZS","X2016",NA
"2512","AZE","ER.H2O.INTR.K3","X2016",NA
"2513","AZE","ER.H2O.INTR.PC","X2016",NA
"2514","AZE","IE.PPI.ENGY.CD","X2016",NA
"2515","AZE","IE.PPI.ICTI.CD","X2016",NA
"2516","AZE","IE.PPI.TRAN.CD","X2016",NA
"2517","AZE","IE.PPI.WATR.CD","X2016",NA
"2518","AZE","IE.PPN.ENGY.CD","X2016",NA
"2519","AZE","IE.PPN.TRAN.CD","X2016",NA
"2520","AZE","IE.PPN.WATR.CD","X2016",NA
"2521","AZE","IP.IDS.NRCT","X2016",699
"2522","AZE","IP.IDS.RSCT","X2016",22
"2523","AZE","IP.TMK.NRCT","X2016",8747
"2524","AZE","IP.TMK.RSCT","X2016",2817
"2525","AZE","IQ.SPI.PIL5","X2016",60
"2526","AZE","IS.AIR.DPRT","X2016",24009
"2527","AZE","IS.AIR.GOOD.MT.K1","X2016",732.789755
"2528","AZE","IS.AIR.PSGR","X2016",1961639
"2529","AZE","IS.RRS.GOOD.MT.K6","X2016",5192
"2530","AZE","IS.RRS.PASG.KM","X2016",448
"2531","AZE","IS.RRS.TOTL.KM","X2016",2074
"2532","AZE","IS.SHP.GCNW.XQ","X2016",NA
"2533","AZE","IS.SHP.GOOD.TU","X2016",NA
"2534","AZE","IT.CEL.SETS","X2016",10189000
"2535","AZE","IT.CEL.SETS.P2","X2016",104.6523726
"2536","AZE","IT.MLT.MAIN","X2016",1700233
"2537","AZE","IT.MLT.MAIN.P2","X2016",17.46328565
"2538","AZE","IT.NET.BBND","X2016",1803662
"2539","AZE","IT.NET.BBND.P2","X2016",18.52561662
"2540","AZE","IT.NET.SECR","X2016",994
"2541","AZE","IT.NET.SECR.P6","X2016",101.8670989
"2542","AZE","IT.NET.USER.ZS","X2016",78.2
"2543","AZE","LP.LPI.INFR.XQ","X2016",NA
"2544","AZE","NY.GDP.MKTP.KD","X2016",56725409467
"2545","AZE","SL.UEM.TOTL.ZS","X2016",5
"2546","AZE","SP.POP.TOTL","X2016",9757812
"2547","AZE","TM.VAL.ICTG.ZS.UN","X2016",2.744462416
"2548","AZE","TX.VAL.ICTG.ZS.UN","X2016",0.022704111
"2549","DEU","BX.GSR.CCIS.CD","X2016",33994516275
"2550","DEU","BX.GSR.CCIS.ZS","X2016",11.59588209
"2551","DEU","BX.TRF.PWKR.CD.DT","X2016",15197536776
"2552","DEU","EG.ELC.COAL.ZS","X2016",NA
"2553","DEU","EG.ELC.HYRO.ZS","X2016",NA
"2554","DEU","EG.ELC.LOSS.ZS","X2016",NA
"2555","DEU","EG.ELC.NGAS.ZS","X2016",NA
"2556","DEU","EG.ELC.NUCL.ZS","X2016",NA
"2557","DEU","EG.ELC.PETR.ZS","X2016",NA
"2558","DEU","EG.USE.ELEC.KH.PC","X2016",NA
"2559","DEU","ER.H2O.FWAG.ZS","X2016",NA
"2560","DEU","ER.H2O.FWDM.ZS","X2016",NA
"2561","DEU","ER.H2O.FWIN.ZS","X2016",NA
"2562","DEU","ER.H2O.FWTL.K3","X2016",NA
"2563","DEU","ER.H2O.FWTL.ZS","X2016",NA
"2564","DEU","ER.H2O.INTR.K3","X2016",NA
"2565","DEU","ER.H2O.INTR.PC","X2016",NA
"2566","DEU","IE.PPI.ENGY.CD","X2016",NA
"2567","DEU","IE.PPI.ICTI.CD","X2016",NA
"2568","DEU","IE.PPI.TRAN.CD","X2016",NA
"2569","DEU","IE.PPI.WATR.CD","X2016",NA
"2570","DEU","IE.PPN.ENGY.CD","X2016",NA
"2571","DEU","IE.PPN.TRAN.CD","X2016",NA
"2572","DEU","IE.PPN.WATR.CD","X2016",NA
"2573","DEU","IP.IDS.NRCT","X2016",9917
"2574","DEU","IP.IDS.RSCT","X2016",46216
"2575","DEU","IP.TMK.NRCT","X2016",19683
"2576","DEU","IP.TMK.RSCT","X2016",190216
"2577","DEU","IQ.SPI.PIL5","X2016",95
"2578","DEU","IS.AIR.DPRT","X2016",962803
"2579","DEU","IS.AIR.GOOD.MT.K1","X2016",6942.706332
"2580","DEU","IS.AIR.PSGR","X2016",116713587
"2581","DEU","IS.RRS.GOOD.MT.K6","X2016",128866
"2582","DEU","IS.RRS.PASG.KM","X2016",94197
"2583","DEU","IS.RRS.TOTL.KM","X2016",33380
"2584","DEU","IS.SHP.GCNW.XQ","X2016",88.01194228
"2585","DEU","IS.SHP.GOOD.TU","X2016",19420700
"2586","DEU","IT.CEL.SETS","X2016",103470000
"2587","DEU","IT.CEL.SETS.P2","X2016",125.8854564
"2588","DEU","IT.MLT.MAIN","X2016",45300000
"2589","DEU","IT.MLT.MAIN.P2","X2016",55.1136675
"2590","DEU","IT.NET.BBND","X2016",31861900
"2591","DEU","IT.NET.BBND.P2","X2016",38.76437445
"2592","DEU","IT.NET.SECR","X2016",957300
"2593","DEU","IT.NET.SECR.P6","X2016",11624.9602
"2594","DEU","IT.NET.USER.ZS","X2016",84.16520664
"2595","DEU","LP.LPI.INFR.XQ","X2016",4.439356
"2596","DEU","NY.GDP.MKTP.KD","X2016",3.77524e+12
"2597","DEU","SL.UEM.TOTL.ZS","X2016",4.12
"2598","DEU","SP.POP.TOTL","X2016",82348669
"2599","DEU","TM.VAL.ICTG.ZS.UN","X2016",8.499590373
"2600","DEU","TX.VAL.ICTG.ZS.UN","X2016",4.708548066
"2601","KAZ","BX.GSR.CCIS.CD","X2016",124088872
"2602","KAZ","BX.GSR.CCIS.ZS","X2016",2.039415955
"2603","KAZ","BX.TRF.PWKR.CD.DT","X2016",384165377.8
"2604","KAZ","EG.ELC.COAL.ZS","X2016",NA
"2605","KAZ","EG.ELC.HYRO.ZS","X2016",NA
"2606","KAZ","EG.ELC.LOSS.ZS","X2016",NA
"2607","KAZ","EG.ELC.NGAS.ZS","X2016",NA
"2608","KAZ","EG.ELC.NUCL.ZS","X2016",NA
"2609","KAZ","EG.ELC.PETR.ZS","X2016",NA
"2610","KAZ","EG.USE.ELEC.KH.PC","X2016",NA
"2611","KAZ","ER.H2O.FWAG.ZS","X2016",NA
"2612","KAZ","ER.H2O.FWDM.ZS","X2016",NA
"2613","KAZ","ER.H2O.FWIN.ZS","X2016",NA
"2614","KAZ","ER.H2O.FWTL.K3","X2016",NA
"2615","KAZ","ER.H2O.FWTL.ZS","X2016",NA
"2616","KAZ","ER.H2O.INTR.K3","X2016",NA
"2617","KAZ","ER.H2O.INTR.PC","X2016",NA
"2618","KAZ","IE.PPI.ENGY.CD","X2016",NA
"2619","KAZ","IE.PPI.ICTI.CD","X2016",NA
"2620","KAZ","IE.PPI.TRAN.CD","X2016",NA
"2621","KAZ","IE.PPI.WATR.CD","X2016",NA
"2622","KAZ","IE.PPN.ENGY.CD","X2016",NA
"2623","KAZ","IE.PPN.TRAN.CD","X2016",NA
"2624","KAZ","IE.PPN.WATR.CD","X2016",NA
"2625","KAZ","IP.IDS.NRCT","X2016",150
"2626","KAZ","IP.IDS.RSCT","X2016",89
"2627","KAZ","IP.TMK.NRCT","X2016",14391
"2628","KAZ","IP.TMK.RSCT","X2016",8491
"2629","KAZ","IQ.SPI.PIL5","X2016",70
"2630","KAZ","IS.AIR.DPRT","X2016",73188
"2631","KAZ","IS.AIR.GOOD.MT.K1","X2016",38.89446
"2632","KAZ","IS.AIR.PSGR","X2016",5007869
"2633","KAZ","IS.RRS.GOOD.MT.K6","X2016",188159
"2634","KAZ","IS.RRS.PASG.KM","X2016",18165.1
"2635","KAZ","IS.RRS.TOTL.KM","X2016",15529
"2636","KAZ","IS.SHP.GCNW.XQ","X2016",NA
"2637","KAZ","IS.SHP.GOOD.TU","X2016",NA
"2638","KAZ","IT.CEL.SETS","X2016",25534800
"2639","KAZ","IT.CEL.SETS.P2","X2016",143.2053265
"2640","KAZ","IT.MLT.MAIN","X2016",3931100
"2641","KAZ","IT.MLT.MAIN.P2","X2016",22.04655839
"2642","KAZ","IT.NET.BBND","X2016",2349900
"2643","KAZ","IT.NET.BBND.P2","X2016",13.17880684
"2644","KAZ","IT.NET.SECR","X2016",4701
"2645","KAZ","IT.NET.SECR.P6","X2016",264.1893599
"2646","KAZ","IT.NET.USER.ZS","X2016",74.58772647
"2647","KAZ","LP.LPI.INFR.XQ","X2016",2.761905
"2648","KAZ","NY.GDP.MKTP.KD","X2016",1.88309e+11
"2649","KAZ","SL.UEM.TOTL.ZS","X2016",4.96
"2650","KAZ","SP.POP.TOTL","X2016",17794055
"2651","KAZ","TM.VAL.ICTG.ZS.UN","X2016",5.198397261
"2652","KAZ","TX.VAL.ICTG.ZS.UN","X2016",0.155205855
"2653","KGZ","BX.GSR.CCIS.CD","X2016",65799849
"2654","KGZ","BX.GSR.CCIS.ZS","X2016",7.823715565
"2655","KGZ","BX.TRF.PWKR.CD.DT","X2016",1994607958
"2656","KGZ","EG.ELC.COAL.ZS","X2016",NA
"2657","KGZ","EG.ELC.HYRO.ZS","X2016",NA
"2658","KGZ","EG.ELC.LOSS.ZS","X2016",NA
"2659","KGZ","EG.ELC.NGAS.ZS","X2016",NA
"2660","KGZ","EG.ELC.NUCL.ZS","X2016",NA
"2661","KGZ","EG.ELC.PETR.ZS","X2016",NA
"2662","KGZ","EG.USE.ELEC.KH.PC","X2016",NA
"2663","KGZ","ER.H2O.FWAG.ZS","X2016",NA
"2664","KGZ","ER.H2O.FWDM.ZS","X2016",NA
"2665","KGZ","ER.H2O.FWIN.ZS","X2016",NA
"2666","KGZ","ER.H2O.FWTL.K3","X2016",NA
"2667","KGZ","ER.H2O.FWTL.ZS","X2016",NA
"2668","KGZ","ER.H2O.INTR.K3","X2016",NA
"2669","KGZ","ER.H2O.INTR.PC","X2016",NA
"2670","KGZ","IE.PPI.ENGY.CD","X2016",NA
"2671","KGZ","IE.PPI.ICTI.CD","X2016",NA
"2672","KGZ","IE.PPI.TRAN.CD","X2016",NA
"2673","KGZ","IE.PPI.WATR.CD","X2016",NA
"2674","KGZ","IE.PPN.ENGY.CD","X2016",NA
"2675","KGZ","IE.PPN.TRAN.CD","X2016",NA
"2676","KGZ","IE.PPN.WATR.CD","X2016",NA
"2677","KGZ","IP.IDS.NRCT","X2016",460
"2678","KGZ","IP.IDS.RSCT","X2016",17
"2679","KGZ","IP.TMK.NRCT","X2016",6085
"2680","KGZ","IP.TMK.RSCT","X2016",269
"2681","KGZ","IQ.SPI.PIL5","X2016",85
"2682","KGZ","IS.AIR.DPRT","X2016",23120
"2683","KGZ","IS.AIR.GOOD.MT.K1","X2016",0.088343
"2684","KGZ","IS.AIR.PSGR","X2016",1015750
"2685","KGZ","IS.RRS.GOOD.MT.K6","X2016",807
"2686","KGZ","IS.RRS.PASG.KM","X2016",40.8
"2687","KGZ","IS.RRS.TOTL.KM","X2016",424
"2688","KGZ","IS.SHP.GCNW.XQ","X2016",NA
"2689","KGZ","IS.SHP.GOOD.TU","X2016",NA
"2690","KGZ","IT.CEL.SETS","X2016",7613528
"2691","KGZ","IT.CEL.SETS.P2","X2016",125.3393872
"2692","KGZ","IT.MLT.MAIN","X2016",382149
"2693","KGZ","IT.MLT.MAIN.P2","X2016",6.291212364
"2694","KGZ","IT.NET.BBND","X2016",240873
"2695","KGZ","IT.NET.BBND.P2","X2016",3.965424993
"2696","KGZ","IT.NET.SECR","X2016",257
"2697","KGZ","IT.NET.SECR.P6","X2016",42.27321326
"2698","KGZ","IT.NET.USER.ZS","X2016",37
"2699","KGZ","LP.LPI.INFR.XQ","X2016",1.96
"2700","KGZ","NY.GDP.MKTP.KD","X2016",6346700783
"2701","KGZ","SL.UEM.TOTL.ZS","X2016",7.21
"2702","KGZ","SP.POP.TOTL","X2016",6079500
"2703","KGZ","TM.VAL.ICTG.ZS.UN","X2016",3.130007198
"2704","KGZ","TX.VAL.ICTG.ZS.UN","X2016",0.371673953
"2705","RUS","BX.GSR.CCIS.CD","X2016",3903720000
"2706","RUS","BX.GSR.CCIS.ZS","X2016",7.708219795
"2707","RUS","BX.TRF.PWKR.CD.DT","X2016",6688670000
"2708","RUS","EG.ELC.COAL.ZS","X2016",NA
"2709","RUS","EG.ELC.HYRO.ZS","X2016",NA
"2710","RUS","EG.ELC.LOSS.ZS","X2016",NA
"2711","RUS","EG.ELC.NGAS.ZS","X2016",NA
"2712","RUS","EG.ELC.NUCL.ZS","X2016",NA
"2713","RUS","EG.ELC.PETR.ZS","X2016",NA
"2714","RUS","EG.USE.ELEC.KH.PC","X2016",NA
"2715","RUS","ER.H2O.FWAG.ZS","X2016",NA
"2716","RUS","ER.H2O.FWDM.ZS","X2016",NA
"2717","RUS","ER.H2O.FWIN.ZS","X2016",NA
"2718","RUS","ER.H2O.FWTL.K3","X2016",NA
"2719","RUS","ER.H2O.FWTL.ZS","X2016",NA
"2720","RUS","ER.H2O.INTR.K3","X2016",NA
"2721","RUS","ER.H2O.INTR.PC","X2016",NA
"2722","RUS","IE.PPI.ENGY.CD","X2016",207010000
"2723","RUS","IE.PPI.ICTI.CD","X2016",NA
"2724","RUS","IE.PPI.TRAN.CD","X2016",79400000
"2725","RUS","IE.PPI.WATR.CD","X2016",NA
"2726","RUS","IE.PPN.ENGY.CD","X2016",207010000
"2727","RUS","IE.PPN.TRAN.CD","X2016",79400000
"2728","RUS","IE.PPN.WATR.CD","X2016",NA
"2729","RUS","IP.IDS.NRCT","X2016",3653
"2730","RUS","IP.IDS.RSCT","X2016",2912
"2731","RUS","IP.TMK.NRCT","X2016",58132
"2732","RUS","IP.TMK.RSCT","X2016",193213
"2733","RUS","IQ.SPI.PIL5","X2016",75
"2734","RUS","IS.AIR.DPRT","X2016",746446
"2735","RUS","IS.AIR.GOOD.MT.K1","X2016",5863.19654
"2736","RUS","IS.AIR.PSGR","X2016",77458318
"2737","RUS","IS.RRS.GOOD.MT.K6","X2016",2344087
"2738","RUS","IS.RRS.PASG.KM","X2016",124620
"2739","RUS","IS.RRS.TOTL.KM","X2016",85375
"2740","RUS","IS.SHP.GCNW.XQ","X2016",43.89130357
"2741","RUS","IS.SHP.GOOD.TU","X2016",3923662
